UT,MJD,C/2017 K2 X,C/2017 K2 Y,C/2017 K2 Z
50412,1996-11-25 0:00:00,-1.699,9.465,46.784
50413,1996-11-26 0:00:00,-1.699,9.464,46.781
50414,1996-11-27 0:00:00,-1.699,9.462,46.777
50415,1996-11-28 0:00:00,-1.699,9.461,46.774
50416,1996-11-29 0:00:00,-1.699,9.46,46.771
50417,1996-11-30 0:00:00,-1.699,9.458,46.768
50418,1996-12-01 0:00:00,-1.699,9.457,46.764
50419,1996-12-02 0:00:00,-1.699,9.455,46.761
50420,1996-12-03 0:00:00,-1.699,9.454,46.758
50421,1996-12-04 0:00:00,-1.698,9.453,46.755
50422,1996-12-05 0:00:00,-1.698,9.451,46.751
50423,1996-12-06 0:00:00,-1.698,9.45,46.748
50424,1996-12-07 0:00:00,-1.698,9.449,46.745
50425,1996-12-08 0:00:00,-1.698,9.447,46.742
50426,1996-12-09 0:00:00,-1.698,9.446,46.738
50427,1996-12-10 0:00:00,-1.698,9.445,46.735
50428,1996-12-11 0:00:00,-1.698,9.443,46.732
50429,1996-12-12 0:00:00,-1.698,9.442,46.729
50430,1996-12-13 0:00:00,-1.698,9.441,46.725
50431,1996-12-14 0:00:00,-1.697,9.439,46.722
50432,1996-12-15 0:00:00,-1.697,9.438,46.719
50433,1996-12-16 0:00:00,-1.697,9.437,46.715
50434,1996-12-17 0:00:00,-1.697,9.435,46.712
50435,1996-12-18 0:00:00,-1.697,9.434,46.709
50436,1996-12-19 0:00:00,-1.697,9.432,46.706
50437,1996-12-20 0:00:00,-1.697,9.431,46.702
50438,1996-12-21 0:00:00,-1.697,9.43,46.699
50439,1996-12-22 0:00:00,-1.697,9.428,46.696
50440,1996-12-23 0:00:00,-1.697,9.427,46.693
50441,1996-12-24 0:00:00,-1.697,9.426,46.689
50442,1996-12-25 0:00:00,-1.696,9.424,46.686
50443,1996-12-26 0:00:00,-1.696,9.423,46.683
50444,1996-12-27 0:00:00,-1.696,9.422,46.68
50445,1996-12-28 0:00:00,-1.696,9.42,46.676
50446,1996-12-29 0:00:00,-1.696,9.419,46.673
50447,1996-12-30 0:00:00,-1.696,9.418,46.67
50448,1996-12-31 0:00:00,-1.696,9.416,46.667
50449,1997-01-01 0:00:00,-1.696,9.415,46.663
50450,1997-01-02 0:00:00,-1.696,9.413,46.66
50451,1997-01-03 0:00:00,-1.696,9.412,46.657
50452,1997-01-04 0:00:00,-1.695,9.411,46.653
50453,1997-01-05 0:00:00,-1.695,9.409,46.65
50454,1997-01-06 0:00:00,-1.695,9.408,46.647
50455,1997-01-07 0:00:00,-1.695,9.407,46.644
50456,1997-01-08 0:00:00,-1.695,9.405,46.64
50457,1997-01-09 0:00:00,-1.695,9.404,46.637
50458,1997-01-10 0:00:00,-1.695,9.403,46.634
50459,1997-01-11 0:00:00,-1.695,9.401,46.631
50460,1997-01-12 0:00:00,-1.695,9.4,46.627
50461,1997-01-13 0:00:00,-1.695,9.399,46.624
50462,1997-01-14 0:00:00,-1.694,9.397,46.621
50463,1997-01-15 0:00:00,-1.694,9.396,46.618
50464,1997-01-16 0:00:00,-1.694,9.394,46.614
50465,1997-01-17 0:00:00,-1.694,9.393,46.611
50466,1997-01-18 0:00:00,-1.694,9.392,46.608
50467,1997-01-19 0:00:00,-1.694,9.39,46.604
50468,1997-01-20 0:00:00,-1.694,9.389,46.601
50469,1997-01-21 0:00:00,-1.694,9.388,46.598
50470,1997-01-22 0:00:00,-1.694,9.386,46.595
50471,1997-01-23 0:00:00,-1.694,9.385,46.591
50472,1997-01-24 0:00:00,-1.693,9.384,46.588
50473,1997-01-25 0:00:00,-1.693,9.382,46.585
50474,1997-01-26 0:00:00,-1.693,9.381,46.582
50475,1997-01-27 0:00:00,-1.693,9.38,46.578
50476,1997-01-28 0:00:00,-1.693,9.378,46.575
50477,1997-01-29 0:00:00,-1.693,9.377,46.572
50478,1997-01-30 0:00:00,-1.693,9.375,46.569
50479,1997-01-31 0:00:00,-1.693,9.374,46.565
50480,1997-02-01 0:00:00,-1.693,9.373,46.562
50481,1997-02-02 0:00:00,-1.693,9.371,46.559
50482,1997-02-03 0:00:00,-1.693,9.37,46.555
50483,1997-02-04 0:00:00,-1.692,9.369,46.552
50484,1997-02-05 0:00:00,-1.692,9.367,46.549
50485,1997-02-06 0:00:00,-1.692,9.366,46.546
50486,1997-02-07 0:00:00,-1.692,9.365,46.542
50487,1997-02-08 0:00:00,-1.692,9.363,46.539
50488,1997-02-09 0:00:00,-1.692,9.362,46.536
50489,1997-02-10 0:00:00,-1.692,9.361,46.533
50490,1997-02-11 0:00:00,-1.692,9.359,46.529
50491,1997-02-12 0:00:00,-1.692,9.358,46.526
50492,1997-02-13 0:00:00,-1.692,9.356,46.523
50493,1997-02-14 0:00:00,-1.691,9.355,46.519
50494,1997-02-15 0:00:00,-1.691,9.354,46.516
50495,1997-02-16 0:00:00,-1.691,9.352,46.513
50496,1997-02-17 0:00:00,-1.691,9.351,46.51
50497,1997-02-18 0:00:00,-1.691,9.35,46.506
50498,1997-02-19 0:00:00,-1.691,9.348,46.503
50499,1997-02-20 0:00:00,-1.691,9.347,46.5
50500,1997-02-21 0:00:00,-1.691,9.346,46.497
50501,1997-02-22 0:00:00,-1.691,9.344,46.493
50502,1997-02-23 0:00:00,-1.691,9.343,46.49
50503,1997-02-24 0:00:00,-1.69,9.342,46.487
50504,1997-02-25 0:00:00,-1.69,9.34,46.483
50505,1997-02-26 0:00:00,-1.69,9.339,46.48
50506,1997-02-27 0:00:00,-1.69,9.337,46.477
50507,1997-02-28 0:00:00,-1.69,9.336,46.474
50508,1997-03-01 0:00:00,-1.69,9.335,46.47
50509,1997-03-02 0:00:00,-1.69,9.333,46.467
50510,1997-03-03 0:00:00,-1.69,9.332,46.464
50511,1997-03-04 0:00:00,-1.69,9.331,46.461
50512,1997-03-05 0:00:00,-1.69,9.329,46.457
50513,1997-03-06 0:00:00,-1.69,9.328,46.454
50514,1997-03-07 0:00:00,-1.689,9.327,46.451
50515,1997-03-08 0:00:00,-1.689,9.325,46.447
50516,1997-03-09 0:00:00,-1.689,9.324,46.444
50517,1997-03-10 0:00:00,-1.689,9.322,46.441
50518,1997-03-11 0:00:00,-1.689,9.321,46.438
50519,1997-03-12 0:00:00,-1.689,9.32,46.434
50520,1997-03-13 0:00:00,-1.689,9.318,46.431
50521,1997-03-14 0:00:00,-1.689,9.317,46.428
50522,1997-03-15 0:00:00,-1.689,9.316,46.425
50523,1997-03-16 0:00:00,-1.689,9.314,46.421
50524,1997-03-17 0:00:00,-1.688,9.313,46.418
50525,1997-03-18 0:00:00,-1.688,9.312,46.415
50526,1997-03-19 0:00:00,-1.688,9.31,46.411
50527,1997-03-20 0:00:00,-1.688,9.309,46.408
50528,1997-03-21 0:00:00,-1.688,9.308,46.405
50529,1997-03-22 0:00:00,-1.688,9.306,46.402
50530,1997-03-23 0:00:00,-1.688,9.305,46.398
50531,1997-03-24 0:00:00,-1.688,9.303,46.395
50532,1997-03-25 0:00:00,-1.688,9.302,46.392
50533,1997-03-26 0:00:00,-1.688,9.301,46.389
50534,1997-03-27 0:00:00,-1.687,9.299,46.385
50535,1997-03-28 0:00:00,-1.687,9.298,46.382
50536,1997-03-29 0:00:00,-1.687,9.297,46.379
50537,1997-03-30 0:00:00,-1.687,9.295,46.375
50538,1997-03-31 0:00:00,-1.687,9.294,46.372
50539,1997-04-01 0:00:00,-1.687,9.293,46.369
50540,1997-04-02 0:00:00,-1.687,9.291,46.366
50541,1997-04-03 0:00:00,-1.687,9.29,46.362
50542,1997-04-04 0:00:00,-1.687,9.289,46.359
50543,1997-04-05 0:00:00,-1.687,9.287,46.356
50544,1997-04-06 0:00:00,-1.686,9.286,46.352
50545,1997-04-07 0:00:00,-1.686,9.284,46.349
50546,1997-04-08 0:00:00,-1.686,9.283,46.346
50547,1997-04-09 0:00:00,-1.686,9.282,46.343
50548,1997-04-10 0:00:00,-1.686,9.28,46.339
50549,1997-04-11 0:00:00,-1.686,9.279,46.336
50550,1997-04-12 0:00:00,-1.686,9.278,46.333
50551,1997-04-13 0:00:00,-1.686,9.276,46.33
50552,1997-04-14 0:00:00,-1.686,9.275,46.326
50553,1997-04-15 0:00:00,-1.686,9.274,46.323
50554,1997-04-16 0:00:00,-1.686,9.272,46.32
50555,1997-04-17 0:00:00,-1.685,9.271,46.316
50556,1997-04-18 0:00:00,-1.685,9.269,46.313
50557,1997-04-19 0:00:00,-1.685,9.268,46.31
50558,1997-04-20 0:00:00,-1.685,9.267,46.307
50559,1997-04-21 0:00:00,-1.685,9.265,46.303
50560,1997-04-22 0:00:00,-1.685,9.264,46.3
50561,1997-04-23 0:00:00,-1.685,9.263,46.297
50562,1997-04-24 0:00:00,-1.685,9.261,46.293
50563,1997-04-25 0:00:00,-1.685,9.26,46.29
50564,1997-04-26 0:00:00,-1.685,9.259,46.287
50565,1997-04-27 0:00:00,-1.684,9.257,46.284
50566,1997-04-28 0:00:00,-1.684,9.256,46.28
50567,1997-04-29 0:00:00,-1.684,9.255,46.277
50568,1997-04-30 0:00:00,-1.684,9.253,46.274
50569,1997-05-01 0:00:00,-1.684,9.252,46.271
50570,1997-05-02 0:00:00,-1.684,9.25,46.267
50571,1997-05-03 0:00:00,-1.684,9.249,46.264
50572,1997-05-04 0:00:00,-1.684,9.248,46.261
50573,1997-05-05 0:00:00,-1.684,9.246,46.257
50574,1997-05-06 0:00:00,-1.684,9.245,46.254
50575,1997-05-07 0:00:00,-1.683,9.244,46.251
50576,1997-05-08 0:00:00,-1.683,9.242,46.248
50577,1997-05-09 0:00:00,-1.683,9.241,46.244
50578,1997-05-10 0:00:00,-1.683,9.24,46.241
50579,1997-05-11 0:00:00,-1.683,9.238,46.238
50580,1997-05-12 0:00:00,-1.683,9.237,46.234
50581,1997-05-13 0:00:00,-1.683,9.235,46.231
50582,1997-05-14 0:00:00,-1.683,9.234,46.228
50583,1997-05-15 0:00:00,-1.683,9.233,46.225
50584,1997-05-16 0:00:00,-1.683,9.231,46.221
50585,1997-05-17 0:00:00,-1.682,9.23,46.218
50586,1997-05-18 0:00:00,-1.682,9.229,46.215
50587,1997-05-19 0:00:00,-1.682,9.227,46.211
50588,1997-05-20 0:00:00,-1.682,9.226,46.208
50589,1997-05-21 0:00:00,-1.682,9.225,46.205
50590,1997-05-22 0:00:00,-1.682,9.223,46.202
50591,1997-05-23 0:00:00,-1.682,9.222,46.198
50592,1997-05-24 0:00:00,-1.682,9.221,46.195
50593,1997-05-25 0:00:00,-1.682,9.219,46.192
50594,1997-05-26 0:00:00,-1.682,9.218,46.188
50595,1997-05-27 0:00:00,-1.681,9.216,46.185
50596,1997-05-28 0:00:00,-1.681,9.215,46.182
50597,1997-05-29 0:00:00,-1.681,9.214,46.179
50598,1997-05-30 0:00:00,-1.681,9.212,46.175
50599,1997-05-31 0:00:00,-1.681,9.211,46.172
50600,1997-06-01 0:00:00,-1.681,9.21,46.169
50601,1997-06-02 0:00:00,-1.681,9.208,46.165
50602,1997-06-03 0:00:00,-1.681,9.207,46.162
50603,1997-06-04 0:00:00,-1.681,9.206,46.159
50604,1997-06-05 0:00:00,-1.681,9.204,46.156
50605,1997-06-06 0:00:00,-1.681,9.203,46.152
50606,1997-06-07 0:00:00,-1.68,9.201,46.149
50607,1997-06-08 0:00:00,-1.68,9.2,46.146
50608,1997-06-09 0:00:00,-1.68,9.199,46.142
50609,1997-06-10 0:00:00,-1.68,9.197,46.139
50610,1997-06-11 0:00:00,-1.68,9.196,46.136
50611,1997-06-12 0:00:00,-1.68,9.195,46.133
50612,1997-06-13 0:00:00,-1.68,9.193,46.129
50613,1997-06-14 0:00:00,-1.68,9.192,46.126
50614,1997-06-15 0:00:00,-1.68,9.191,46.123
50615,1997-06-16 0:00:00,-1.68,9.189,46.119
50616,1997-06-17 0:00:00,-1.679,9.188,46.116
50617,1997-06-18 0:00:00,-1.679,9.186,46.113
50618,1997-06-19 0:00:00,-1.679,9.185,46.11
50619,1997-06-20 0:00:00,-1.679,9.184,46.106
50620,1997-06-21 0:00:00,-1.679,9.182,46.103
50621,1997-06-22 0:00:00,-1.679,9.181,46.1
50622,1997-06-23 0:00:00,-1.679,9.18,46.096
50623,1997-06-24 0:00:00,-1.679,9.178,46.093
50624,1997-06-25 0:00:00,-1.679,9.177,46.09
50625,1997-06-26 0:00:00,-1.679,9.176,46.087
50626,1997-06-27 0:00:00,-1.678,9.174,46.083
50627,1997-06-28 0:00:00,-1.678,9.173,46.08
50628,1997-06-29 0:00:00,-1.678,9.172,46.077
50629,1997-06-30 0:00:00,-1.678,9.17,46.073
50630,1997-07-01 0:00:00,-1.678,9.169,46.07
50631,1997-07-02 0:00:00,-1.678,9.167,46.067
50632,1997-07-03 0:00:00,-1.678,9.166,46.064
50633,1997-07-04 0:00:00,-1.678,9.165,46.06
50634,1997-07-05 0:00:00,-1.678,9.163,46.057
50635,1997-07-06 0:00:00,-1.678,9.162,46.054
50636,1997-07-07 0:00:00,-1.677,9.161,46.05
50637,1997-07-08 0:00:00,-1.677,9.159,46.047
50638,1997-07-09 0:00:00,-1.677,9.158,46.044
50639,1997-07-10 0:00:00,-1.677,9.157,46.041
50640,1997-07-11 0:00:00,-1.677,9.155,46.037
50641,1997-07-12 0:00:00,-1.677,9.154,46.034
50642,1997-07-13 0:00:00,-1.677,9.152,46.031
50643,1997-07-14 0:00:00,-1.677,9.151,46.027
50644,1997-07-15 0:00:00,-1.677,9.15,46.024
50645,1997-07-16 0:00:00,-1.677,9.148,46.021
50646,1997-07-17 0:00:00,-1.677,9.147,46.018
50647,1997-07-18 0:00:00,-1.676,9.146,46.014
50648,1997-07-19 0:00:00,-1.676,9.144,46.011
50649,1997-07-20 0:00:00,-1.676,9.143,46.008
50650,1997-07-21 0:00:00,-1.676,9.142,46.004
50651,1997-07-22 0:00:00,-1.676,9.14,46.001
50652,1997-07-23 0:00:00,-1.676,9.139,45.998
50653,1997-07-24 0:00:00,-1.676,9.137,45.994
50654,1997-07-25 0:00:00,-1.676,9.136,45.991
50655,1997-07-26 0:00:00,-1.676,9.135,45.988
50656,1997-07-27 0:00:00,-1.676,9.133,45.985
50657,1997-07-28 0:00:00,-1.675,9.132,45.981
50658,1997-07-29 0:00:00,-1.675,9.131,45.978
50659,1997-07-30 0:00:00,-1.675,9.129,45.975
50660,1997-07-31 0:00:00,-1.675,9.128,45.971
50661,1997-08-01 0:00:00,-1.675,9.127,45.968
50662,1997-08-02 0:00:00,-1.675,9.125,45.965
50663,1997-08-03 0:00:00,-1.675,9.124,45.962
50664,1997-08-04 0:00:00,-1.675,9.122,45.958
50665,1997-08-05 0:00:00,-1.675,9.121,45.955
50666,1997-08-06 0:00:00,-1.675,9.12,45.952
50667,1997-08-07 0:00:00,-1.674,9.118,45.948
50668,1997-08-08 0:00:00,-1.674,9.117,45.945
50669,1997-08-09 0:00:00,-1.674,9.116,45.942
50670,1997-08-10 0:00:00,-1.674,9.114,45.939
50671,1997-08-11 0:00:00,-1.674,9.113,45.935
50672,1997-08-12 0:00:00,-1.674,9.112,45.932
50673,1997-08-13 0:00:00,-1.674,9.11,45.929
50674,1997-08-14 0:00:00,-1.674,9.109,45.925
50675,1997-08-15 0:00:00,-1.674,9.108,45.922
50676,1997-08-16 0:00:00,-1.674,9.106,45.919
50677,1997-08-17 0:00:00,-1.673,9.105,45.915
50678,1997-08-18 0:00:00,-1.673,9.103,45.912
50679,1997-08-19 0:00:00,-1.673,9.102,45.909
50680,1997-08-20 0:00:00,-1.673,9.101,45.906
50681,1997-08-21 0:00:00,-1.673,9.099,45.902
50682,1997-08-22 0:00:00,-1.673,9.098,45.899
50683,1997-08-23 0:00:00,-1.673,9.097,45.896
50684,1997-08-24 0:00:00,-1.673,9.095,45.892
50685,1997-08-25 0:00:00,-1.673,9.094,45.889
50686,1997-08-26 0:00:00,-1.673,9.093,45.886
50687,1997-08-27 0:00:00,-1.672,9.091,45.882
50688,1997-08-28 0:00:00,-1.672,9.09,45.879
50689,1997-08-29 0:00:00,-1.672,9.088,45.876
50690,1997-08-30 0:00:00,-1.672,9.087,45.873
50691,1997-08-31 0:00:00,-1.672,9.086,45.869
50692,1997-09-01 0:00:00,-1.672,9.084,45.866
50693,1997-09-02 0:00:00,-1.672,9.083,45.863
50694,1997-09-03 0:00:00,-1.672,9.082,45.859
50695,1997-09-04 0:00:00,-1.672,9.08,45.856
50696,1997-09-05 0:00:00,-1.672,9.079,45.853
50697,1997-09-06 0:00:00,-1.671,9.078,45.85
50698,1997-09-07 0:00:00,-1.671,9.076,45.846
50699,1997-09-08 0:00:00,-1.671,9.075,45.843
50700,1997-09-09 0:00:00,-1.671,9.073,45.84
50701,1997-09-10 0:00:00,-1.671,9.072,45.836
50702,1997-09-11 0:00:00,-1.671,9.071,45.833
50703,1997-09-12 0:00:00,-1.671,9.069,45.83
50704,1997-09-13 0:00:00,-1.671,9.068,45.826
50705,1997-09-14 0:00:00,-1.671,9.067,45.823
50706,1997-09-15 0:00:00,-1.671,9.065,45.82
50707,1997-09-16 0:00:00,-1.671,9.064,45.817
50708,1997-09-17 0:00:00,-1.67,9.063,45.813
50709,1997-09-18 0:00:00,-1.67,9.061,45.81
50710,1997-09-19 0:00:00,-1.67,9.06,45.807
50711,1997-09-20 0:00:00,-1.67,9.058,45.803
50712,1997-09-21 0:00:00,-1.67,9.057,45.8
50713,1997-09-22 0:00:00,-1.67,9.056,45.797
50714,1997-09-23 0:00:00,-1.67,9.054,45.793
50715,1997-09-24 0:00:00,-1.67,9.053,45.79
50716,1997-09-25 0:00:00,-1.67,9.052,45.787
50717,1997-09-26 0:00:00,-1.67,9.05,45.784
50718,1997-09-27 0:00:00,-1.669,9.049,45.78
50719,1997-09-28 0:00:00,-1.669,9.048,45.777
50720,1997-09-29 0:00:00,-1.669,9.046,45.774
50721,1997-09-30 0:00:00,-1.669,9.045,45.77
50722,1997-10-01 0:00:00,-1.669,9.043,45.767
50723,1997-10-02 0:00:00,-1.669,9.042,45.764
50724,1997-10-03 0:00:00,-1.669,9.041,45.76
50725,1997-10-04 0:00:00,-1.669,9.039,45.757
50726,1997-10-05 0:00:00,-1.669,9.038,45.754
50727,1997-10-06 0:00:00,-1.669,9.037,45.751
50728,1997-10-07 0:00:00,-1.668,9.035,45.747
50729,1997-10-08 0:00:00,-1.668,9.034,45.744
50730,1997-10-09 0:00:00,-1.668,9.033,45.741
50731,1997-10-10 0:00:00,-1.668,9.031,45.737
50732,1997-10-11 0:00:00,-1.668,9.03,45.734
50733,1997-10-12 0:00:00,-1.668,9.028,45.731
50734,1997-10-13 0:00:00,-1.668,9.027,45.727
50735,1997-10-14 0:00:00,-1.668,9.026,45.724
50736,1997-10-15 0:00:00,-1.668,9.024,45.721
50737,1997-10-16 0:00:00,-1.668,9.023,45.718
50738,1997-10-17 0:00:00,-1.667,9.022,45.714
50739,1997-10-18 0:00:00,-1.667,9.02,45.711
50740,1997-10-19 0:00:00,-1.667,9.019,45.708
50741,1997-10-20 0:00:00,-1.667,9.018,45.704
50742,1997-10-21 0:00:00,-1.667,9.016,45.701
50743,1997-10-22 0:00:00,-1.667,9.015,45.698
50744,1997-10-23 0:00:00,-1.667,9.013,45.694
50745,1997-10-24 0:00:00,-1.667,9.012,45.691
50746,1997-10-25 0:00:00,-1.667,9.011,45.688
50747,1997-10-26 0:00:00,-1.667,9.009,45.684
50748,1997-10-27 0:00:00,-1.666,9.008,45.681
50749,1997-10-28 0:00:00,-1.666,9.007,45.678
50750,1997-10-29 0:00:00,-1.666,9.005,45.675
50751,1997-10-30 0:00:00,-1.666,9.004,45.671
50752,1997-10-31 0:00:00,-1.666,9.003,45.668
50753,1997-11-01 0:00:00,-1.666,9.001,45.665
50754,1997-11-02 0:00:00,-1.666,9,45.661
50755,1997-11-03 0:00:00,-1.666,8.998,45.658
50756,1997-11-04 0:00:00,-1.666,8.997,45.655
50757,1997-11-05 0:00:00,-1.666,8.996,45.651
50758,1997-11-06 0:00:00,-1.665,8.994,45.648
50759,1997-11-07 0:00:00,-1.665,8.993,45.645
50760,1997-11-08 0:00:00,-1.665,8.992,45.642
50761,1997-11-09 0:00:00,-1.665,8.99,45.638
50762,1997-11-10 0:00:00,-1.665,8.989,45.635
50763,1997-11-11 0:00:00,-1.665,8.987,45.632
50764,1997-11-12 0:00:00,-1.665,8.986,45.628
50765,1997-11-13 0:00:00,-1.665,8.985,45.625
50766,1997-11-14 0:00:00,-1.665,8.983,45.622
50767,1997-11-15 0:00:00,-1.665,8.982,45.618
50768,1997-11-16 0:00:00,-1.665,8.981,45.615
50769,1997-11-17 0:00:00,-1.664,8.979,45.612
50770,1997-11-18 0:00:00,-1.664,8.978,45.608
50771,1997-11-19 0:00:00,-1.664,8.977,45.605
50772,1997-11-20 0:00:00,-1.664,8.975,45.602
50773,1997-11-21 0:00:00,-1.664,8.974,45.599
50774,1997-11-22 0:00:00,-1.664,8.972,45.595
50775,1997-11-23 0:00:00,-1.664,8.971,45.592
50776,1997-11-24 0:00:00,-1.664,8.97,45.589
50777,1997-11-25 0:00:00,-1.664,8.968,45.585
50778,1997-11-26 0:00:00,-1.664,8.967,45.582
50779,1997-11-27 0:00:00,-1.663,8.966,45.579
50780,1997-11-28 0:00:00,-1.663,8.964,45.575
50781,1997-11-29 0:00:00,-1.663,8.963,45.572
50782,1997-11-30 0:00:00,-1.663,8.962,45.569
50783,1997-12-01 0:00:00,-1.663,8.96,45.565
50784,1997-12-02 0:00:00,-1.663,8.959,45.562
50785,1997-12-03 0:00:00,-1.663,8.957,45.559
50786,1997-12-04 0:00:00,-1.663,8.956,45.556
50787,1997-12-05 0:00:00,-1.663,8.955,45.552
50788,1997-12-06 0:00:00,-1.663,8.953,45.549
50789,1997-12-07 0:00:00,-1.662,8.952,45.546
50790,1997-12-08 0:00:00,-1.662,8.951,45.542
50791,1997-12-09 0:00:00,-1.662,8.949,45.539
50792,1997-12-10 0:00:00,-1.662,8.948,45.536
50793,1997-12-11 0:00:00,-1.662,8.947,45.532
50794,1997-12-12 0:00:00,-1.662,8.945,45.529
50795,1997-12-13 0:00:00,-1.662,8.944,45.526
50796,1997-12-14 0:00:00,-1.662,8.942,45.522
50797,1997-12-15 0:00:00,-1.662,8.941,45.519
50798,1997-12-16 0:00:00,-1.662,8.94,45.516
50799,1997-12-17 0:00:00,-1.661,8.938,45.512
50800,1997-12-18 0:00:00,-1.661,8.937,45.509
50801,1997-12-19 0:00:00,-1.661,8.936,45.506
50802,1997-12-20 0:00:00,-1.661,8.934,45.503
50803,1997-12-21 0:00:00,-1.661,8.933,45.499
50804,1997-12-22 0:00:00,-1.661,8.932,45.496
50805,1997-12-23 0:00:00,-1.661,8.93,45.493
50806,1997-12-24 0:00:00,-1.661,8.929,45.489
50807,1997-12-25 0:00:00,-1.661,8.927,45.486
50808,1997-12-26 0:00:00,-1.661,8.926,45.483
50809,1997-12-27 0:00:00,-1.66,8.925,45.479
50810,1997-12-28 0:00:00,-1.66,8.923,45.476
50811,1997-12-29 0:00:00,-1.66,8.922,45.473
50812,1997-12-30 0:00:00,-1.66,8.921,45.469
50813,1997-12-31 0:00:00,-1.66,8.919,45.466
50814,1998-01-01 0:00:00,-1.66,8.918,45.463
50815,1998-01-02 0:00:00,-1.66,8.916,45.46
50816,1998-01-03 0:00:00,-1.66,8.915,45.456
50817,1998-01-04 0:00:00,-1.66,8.914,45.453
50818,1998-01-05 0:00:00,-1.66,8.912,45.45
50819,1998-01-06 0:00:00,-1.659,8.911,45.446
50820,1998-01-07 0:00:00,-1.659,8.91,45.443
50821,1998-01-08 0:00:00,-1.659,8.908,45.44
50822,1998-01-09 0:00:00,-1.659,8.907,45.436
50823,1998-01-10 0:00:00,-1.659,8.906,45.433
50824,1998-01-11 0:00:00,-1.659,8.904,45.43
50825,1998-01-12 0:00:00,-1.659,8.903,45.426
50826,1998-01-13 0:00:00,-1.659,8.901,45.423
50827,1998-01-14 0:00:00,-1.659,8.9,45.42
50828,1998-01-15 0:00:00,-1.659,8.899,45.416
50829,1998-01-16 0:00:00,-1.658,8.897,45.413
50830,1998-01-17 0:00:00,-1.658,8.896,45.41
50831,1998-01-18 0:00:00,-1.658,8.895,45.406
50832,1998-01-19 0:00:00,-1.658,8.893,45.403
50833,1998-01-20 0:00:00,-1.658,8.892,45.4
50834,1998-01-21 0:00:00,-1.658,8.891,45.397
50835,1998-01-22 0:00:00,-1.658,8.889,45.393
50836,1998-01-23 0:00:00,-1.658,8.888,45.39
50837,1998-01-24 0:00:00,-1.658,8.886,45.387
50838,1998-01-25 0:00:00,-1.658,8.885,45.383
50839,1998-01-26 0:00:00,-1.657,8.884,45.38
50840,1998-01-27 0:00:00,-1.657,8.882,45.377
50841,1998-01-28 0:00:00,-1.657,8.881,45.373
50842,1998-01-29 0:00:00,-1.657,8.88,45.37
50843,1998-01-30 0:00:00,-1.657,8.878,45.367
50844,1998-01-31 0:00:00,-1.657,8.877,45.363
50845,1998-02-01 0:00:00,-1.657,8.875,45.36
50846,1998-02-02 0:00:00,-1.657,8.874,45.357
50847,1998-02-03 0:00:00,-1.657,8.873,45.353
50848,1998-02-04 0:00:00,-1.657,8.871,45.35
50849,1998-02-05 0:00:00,-1.656,8.87,45.347
50850,1998-02-06 0:00:00,-1.656,8.869,45.343
50851,1998-02-07 0:00:00,-1.656,8.867,45.34
50852,1998-02-08 0:00:00,-1.656,8.866,45.337
50853,1998-02-09 0:00:00,-1.656,8.865,45.334
50854,1998-02-10 0:00:00,-1.656,8.863,45.33
50855,1998-02-11 0:00:00,-1.656,8.862,45.327
50856,1998-02-12 0:00:00,-1.656,8.86,45.324
50857,1998-02-13 0:00:00,-1.656,8.859,45.32
50858,1998-02-14 0:00:00,-1.656,8.858,45.317
50859,1998-02-15 0:00:00,-1.656,8.856,45.314
50860,1998-02-16 0:00:00,-1.655,8.855,45.31
50861,1998-02-17 0:00:00,-1.655,8.854,45.307
50862,1998-02-18 0:00:00,-1.655,8.852,45.304
50863,1998-02-19 0:00:00,-1.655,8.851,45.3
50864,1998-02-20 0:00:00,-1.655,8.849,45.297
50865,1998-02-21 0:00:00,-1.655,8.848,45.294
50866,1998-02-22 0:00:00,-1.655,8.847,45.29
50867,1998-02-23 0:00:00,-1.655,8.845,45.287
50868,1998-02-24 0:00:00,-1.655,8.844,45.284
50869,1998-02-25 0:00:00,-1.655,8.843,45.28
50870,1998-02-26 0:00:00,-1.654,8.841,45.277
50871,1998-02-27 0:00:00,-1.654,8.84,45.274
50872,1998-02-28 0:00:00,-1.654,8.839,45.27
50873,1998-03-01 0:00:00,-1.654,8.837,45.267
50874,1998-03-02 0:00:00,-1.654,8.836,45.264
50875,1998-03-03 0:00:00,-1.654,8.834,45.26
50876,1998-03-04 0:00:00,-1.654,8.833,45.257
50877,1998-03-05 0:00:00,-1.654,8.832,45.254
50878,1998-03-06 0:00:00,-1.654,8.83,45.251
50879,1998-03-07 0:00:00,-1.654,8.829,45.247
50880,1998-03-08 0:00:00,-1.653,8.828,45.244
50881,1998-03-09 0:00:00,-1.653,8.826,45.241
50882,1998-03-10 0:00:00,-1.653,8.825,45.237
50883,1998-03-11 0:00:00,-1.653,8.824,45.234
50884,1998-03-12 0:00:00,-1.653,8.822,45.231
50885,1998-03-13 0:00:00,-1.653,8.821,45.227
50886,1998-03-14 0:00:00,-1.653,8.819,45.224
50887,1998-03-15 0:00:00,-1.653,8.818,45.221
50888,1998-03-16 0:00:00,-1.653,8.817,45.217
50889,1998-03-17 0:00:00,-1.653,8.815,45.214
50890,1998-03-18 0:00:00,-1.652,8.814,45.211
50891,1998-03-19 0:00:00,-1.652,8.813,45.207
50892,1998-03-20 0:00:00,-1.652,8.811,45.204
